review_text,rating,date,bank_name,source
Tell 6836,1,2023-07-22,Dashen Bank,Google Play
"The login should be auto filled,",3,2023-07-20,Dashen Bank,Google Play
Good,5,2023-07-20,Dashen Bank,Google Play
የአንድ ጊዜ ምስጥር ቁጥር ቶሎ አይመጣም ብዙ ሰዓት ያስጠብቃል ማሻሻያ ይደረግ,2,2023-07-20,Dashen Bank,Google Play
Good,5,2023-07-20,Dashen Bank,Google Play
Good app,4,2023-07-18,Dashen Bank,Google Play
Used balance check app,5,2023-07-14,Dashen Bank,Google Play
Nice so perfect,5,2023-07-06,Dashen Bank,Google Play
It is easy to use,5,2023-07-04,Dashen Bank,Google Play
This appi is 👍Good,3,2023-06-09,Dashen Bank,Google Play
ጥሩ ነው ግን chrom ላይ password save አድርጎ ያቆያል,5,2023-06-09,Dashen Bank,Google Play
Thankz,3,2023-06-08,Dashen Bank,Google Play
Why should change password it's not good if ur client forget password it can be exhausted for client,2,2023-06-08,Dashen Bank,Google Play
OTP not send on time while processing any transactions by this app.,4,2023-06-07,Dashen Bank,Google Play
Good app,5,2023-06-06,Dashen Bank,Google Play
"It is simple to use, one annoying thing is, it demands you to change passward frequently and then, when we get confused which passward we used last time, it locks you out, if you put wrong passward and then tells to go to your bank, which may be miles away. Please make the frequency of passward change less frequent.",2,2023-06-06,Dashen Bank,Google Play
good upp,1,2023-06-06,Dashen Bank,Google Play
best,5,2023-06-05,Dashen Bank,Google Play
Five star,5,2023-05-26,Dashen Bank,Google Play
It's amazing app use it!,5,2023-05-21,Dashen Bank,Google Play
"I really enjoy using the amole app simple and easy. I hope the developers add card management services like change your pin, disable card and so on other than that I enjoy using amole it's great 👍",5,2023-05-16,Dashen Bank,Google Play
I can't update amole lite and when I try to use the old version it can't log on to my account.,3,2023-05-13,Dashen Bank,Google Play
It's good and easy to user from any branch. I say Continue ahead,5,2023-05-10,Dashen Bank,Google Play
Good app,5,2023-05-06,Dashen Bank,Google Play
ፈጣን እና ምርጥ ባንክ ነው mobile banking ደሞ በታም ኣሪፍ አና ተሎ የሚደርስ ከሌላ bank የተለየ ነው ቀጥሉበት ፡፡ እናመሰግናለን,5,2023-05-05,Dashen Bank,Google Play
Best,5,2023-05-04,Dashen Bank,Google Play
Best app,5,2023-04-28,Dashen Bank,Google Play
This app is not expected from a bank that says they are pioneer in adapting technology.its user interface is worst than other bank its not intuitive at all .it needs lots of work,3,2023-04-28,Dashen Bank,Google Play
Good,5,2023-04-18,Dashen Bank,Google Play
best,5,2023-04-13,Dashen Bank,Google Play
Best Application,5,2023-04-08,Dashen Bank,Google Play
Ok,5,2023-04-01,Dashen Bank,Google Play
ለ ንግድ ስራ yamehon 6 war yamemalsew tenshe bedr eflgalhu,4,2023-03-29,Dashen Bank,Google Play
It`s good.but the transaction fee to other bank is too much,3,2023-03-28,Dashen Bank,Google Play
Best,5,2023-03-27,Dashen Bank,Google Play
Gaariidha!!!,5,2023-03-26,Dashen Bank,Google Play
Good app it is useful for business activities .,5,2023-03-25,Dashen Bank,Google Play
Good app,5,2023-03-25,Dashen Bank,Google Play
Like,5,2023-03-24,Dashen Bank,Google Play
Nice app,4,2023-03-22,Dashen Bank,Google Play
Account is locked out without any wrong password retries 3 times. Sending OTP is unnecessary because it has its own username and password.we can not make transfer without having SIM card on hands.if it require SIM card why we not use USSD no need of app instead .it makes discomfort for using,3,2023-03-20,Dashen Bank,Google Play
Good and reliable service,5,2023-03-19,Dashen Bank,Google Play
"Best app I have ever seen woderfull, always one step ahead.",5,2023-03-19,Dashen Bank,Google Play
Good apps,5,2023-03-19,Dashen Bank,Google Play
Good application for people needs,5,2023-03-18,Dashen Bank,Google Play
What the hell are you doing. How can you release an app update and completely ruin everything. I can even login to begin with. You took it from a 5 to a 1.,1,2023-03-18,Dashen Bank,Google Play
comfortable,5,2023-03-18,Dashen Bank,Google Play
Really what amazing application whcih easily friendly and convinant more finally I would like to say it alawyas updated and modified many times it lacks consistancy.,5,2023-03-13,Dashen Bank,Google Play
Good,5,2023-03-09,Dashen Bank,Google Play
This is good app,4,2023-03-08,Dashen Bank,Google Play
Best mobile bank in Ethiopia i can access this service through different way. I love it,5,2023-02-27,Dashen Bank,Google Play
Wow,5,2023-02-23,Dashen Bank,Google Play
You have made the app more user friendly and easier to access any informantion. Great work from the developers. 👏👏👏,5,2023-02-18,Dashen Bank,Google Play
"It is easy to use, fast and secure. I love it keep up the good work!",5,2023-02-15,Dashen Bank,Google Play
Wow,4,2023-02-13,Dashen Bank,Google Play
"Secure,Fast and Easy👍",5,2023-02-10,Dashen Bank,Google Play
Dashin Bank,5,2023-02-05,Dashen Bank,Google Play
It's good thanks you,5,2023-02-05,Dashen Bank,Google Play
"Its very easy and usefull app,keep it up your good service.",5,2023-02-02,Dashen Bank,Google Play
Excellent,5,2023-01-30,Dashen Bank,Google Play
It's very good,5,2023-01-25,Dashen Bank,Google Play
Good App,1,2023-01-20,Dashen Bank,Google Play
Malif kani yeroo yerodhani update gafat kuni imo rakisadha,2,2023-01-19,Dashen Bank,Google Play
ይመቻል,5,2023-01-10,Dashen Bank,Google Play
Nice app,5,2023-01-10,Dashen Bank,Google Play
"This version is better from the previous one, it's speed is admirable!",4,2023-01-01,Dashen Bank,Google Play
Good app.,5,2022-12-30,Dashen Bank,Google Play
Thanks for this application,5,2022-12-29,Dashen Bank,Google Play
Abin kun hedduu midhagadhaa 👍😍,5,2022-12-28,Dashen Bank,Google Play
It is very good,5,2022-12-28,Dashen Bank,Google Play
Doesn't open.,1,2022-12-24,Dashen Bank,Google Play
Why is not working,3,2022-12-18,Dashen Bank,Google Play
It's nice app tanks befor.,5,2022-12-18,Dashen Bank,Google Play
Nice,5,2022-12-16,Dashen Bank,Google Play
"It's a good app. I like the summery it gives after every transaction. The problem is its asking me to update, when I try to update, it won't.",4,2022-12-15,Dashen Bank,Google Play
It is helpful for my transactions.,5,2022-12-13,Dashen Bank,Google Play
Fantastic app,5,2022-12-13,Dashen Bank,Google Play
"It is nice app, secure. The problem is, it can not remember accounts I have previously transferred to. I have to manually enter account number every time I want to make transfers. The CBE app remembers previously used accounts. Learn from them.",4,2022-12-09,Dashen Bank,Google Play
It's a great app,5,2022-12-08,Dashen Bank,Google Play
Bad app,5,2022-12-07,Dashen Bank,Google Play
Leading bank good job,4,2022-12-07,Dashen Bank,Google Play
"The app is good but It could not syncronize the wallet and the telephone number which is attached to my account. It alerts like ''The Mobile Number is Already registered, Search with customer ID xxxxxxxxxxx''. Try to correct it pls.",3,2022-12-06,Dashen Bank,Google Play
Ibsa abdi nure Ethiopia dire dawa,5,2022-12-06,Dashen Bank,Google Play
v. good app,5,2022-11-27,Dashen Bank,Google Play
App,5,2022-11-25,Dashen Bank,Google Play
"Best Mobile Money in Ethiopia ,one thing missing ,Content sales like concert tickets ,have to embedded in the app ,users should not got to other channels for tickets sales",5,2022-11-25,Dashen Bank,Google Play
Amole lite app is the best upgraded version of dashen bank..... I'm happy by this version and I recommend other to used this app... Thank u,5,2022-11-25,Dashen Bank,Google Play
My best app,2,2022-11-23,Dashen Bank,Google Play
Good,5,2022-11-20,Dashen Bank,Google Play
Better keep it up,5,2022-11-19,Dashen Bank,Google Play
I always love using dashen bank. Its true and simple,5,2022-11-18,Dashen Bank,Google Play
Great,5,2022-11-18,Dashen Bank,Google Play
Interesting and nice mobile banking platform compare with other private banks,4,2022-11-16,Dashen Bank,Google Play
"very simple , fast and friendly interface. with the option to use while we r offline (the thing i liked most about it). very good improvement.",5,2022-11-13,Dashen Bank,Google Play
Best,4,2022-11-10,Dashen Bank,Google Play
good job,1,2022-11-09,Dashen Bank,Google Play
DASHEN BANK ALWAYS ONE STEP AHEAD!!!,5,2022-11-08,Dashen Bank,Google Play
Nice,4,2022-11-04,Dashen Bank,Google Play
Good app,3,2022-11-04,Dashen Bank,Google Play
The structure of the application is okay but it's not work as they expected,1,2022-11-03,Dashen Bank,Google Play
Arif app new bebekule enen xeqmognal,4,2022-11-03,Dashen Bank,Google Play
Excellent,5,2022-11-01,Dashen Bank,Google Play
Simple app,5,2022-10-31,Dashen Bank,Google Play
"It,s ok",5,2022-10-30,Dashen Bank,Google Play
ሐኘአገከገከጨጰገከ,3,2022-10-27,Dashen Bank,Google Play
Fantastic app,5,2022-10-20,Dashen Bank,Google Play
"Best, app is more accessible by wi_fi rather than mob data, since is better improve on it!!!!",5,2022-10-18,Dashen Bank,Google Play
Good app but it needs some improvement on speed and amount transfer limit,5,2022-10-15,Dashen Bank,Google Play
Always one step a head,5,2022-10-11,Dashen Bank,Google Play
"The update description says ""Now you can send funds to your Telebirr Wallet from your bank account"". But it's not available yet please fix it. It is fixed now Thanks 👍",5,2022-09-15,Dashen Bank,Google Play
"Much better than the Amole app, but still needs some improvements. On the transfer screen, the type of transfers' names are missing. Also some of fonts look faded.",4,2022-09-14,Dashen Bank,Google Play
ወድጄዋለው,4,2022-09-11,Dashen Bank,Google Play
Best app ❤,5,2022-09-08,Dashen Bank,Google Play
Excellent! The improvements are also appreciated. But the fact that the app doesn't have language option is one point that has to be improved.,1,2022-09-08,Dashen Bank,Google Play
What I like about Amole is it send otp for every transaction and make your transaction more secure. But it will be more secure if you make otp only via SMS.,5,2022-09-07,Dashen Bank,Google Play
The greatest app,5,2022-09-07,Dashen Bank,Google Play
very easy to use and added features! keep it up!!! always one step ahead!,5,2022-09-07,Dashen Bank,Google Play
good,1,2022-09-03,Dashen Bank,Google Play
Keep your great work. Absolutely wonderful and Secured App. May be the best mobile banking software in the country. If there is 10 stars i will give.,5,2022-08-25,Dashen Bank,Google Play
The best mobile banking app ever in banking industry.I can't complain anymore what a good work colleague's. VAMOS,5,2022-08-15,Dashen Bank,Google Play
very nice !! And please add telebirr access same!?,5,2022-08-15,Dashen Bank,Google Play
"I like the fact that it sends you a SMS message every time your log in to the application. So if a malicious user access my account, I know straight away. This feature is unique. Excellent job Dashen!",4,2022-08-11,Dashen Bank,Google Play
It is the best app,5,2022-08-11,Dashen Bank,Google Play
Always one step ahead,5,2022-08-02,Dashen Bank,Google Play
Its not god,5,2022-07-30,Dashen Bank,Google Play
Great app,5,2022-07-24,Dashen Bank,Google Play
Its user friendly 🤙🤙 after using this lite app its fast and easy😊. ‼️remove the first amole app‼️,5,2022-07-18,Dashen Bank,Google Play
Nice and attractive application developed. Wonderful,5,2022-07-18,Dashen Bank,Google Play
I Like amole lite app because esay to use.highly recommended . Thank you Dashen bank👍👍👍👍,5,2022-07-18,Dashen Bank,Google Play
Amole lite is very simple for any kind of payments. Thank you Dashen Bank!!,5,2022-07-18,Dashen Bank,Google Play
በጣም አሪፍ!!! ከቀድሞው የተሻለ ቀለል ያለ app ነው። ተመችቶኛል❤,4,2022-07-18,Dashen Bank,Google Play
I have been waiting for this a long time. Amazing app...Thanks Dashen Bank...Always one step ahead.,5,2022-07-16,Dashen Bank,Google Play
This app is simple to use and has  receipts for all transactions. Really enjoying it,5,2022-07-16,Dashen Bank,Google Play
Very easy to use and improved performance. 👌 The functionalities are also well put. Highly recommended. Thank you Dashen!!,5,2022-07-16,Dashen Bank,Google Play
It is very easy and fast,5,2022-07-16,Dashen Bank,Google Play
Perfect application. Thank you Dashen Bank,5,2022-07-16,Dashen Bank,Google Play
Amole lite is very easy and looks very good. I advice everyone to download and use the app.,5,2022-07-16,Dashen Bank,Google Play
