review_text,rating,date,bank_name,source,sentiment_label,sentiment_score
"Stop telling me what to do with my phone, BOA. Why does your newly updated app keep asking me to disable the developer options? I’m not slowing down my phone just to use your God damn app. 🤮🤮🤮🤮",1,2024-10-04,Bank of Abyssinia,Google Play,NEGATIVE,0.9964292645454407
I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,1,2024-10-04,Bank of Abyssinia,Google Play,NEGATIVE,0.6597372889518738
Worest app,1,2024-10-03,Bank of Abyssinia,Google Play,NEGATIVE,0.7789772152900696
The worest app ever,1,2024-10-03,Bank of Abyssinia,Google Play,POSITIVE,0.9535900950431824
አሪፍ ነው በርቱልን,5,2024-10-03,Bank of Abyssinia,Google Play,NEGATIVE,0.8337252736091614
Wwwerrr,5,2024-10-02,Bank of Abyssinia,Google Play,NEGATIVE,0.8502515554428101
ጀማል ውቀቱ,5,2024-09-30,Bank of Abyssinia,Google Play,NEGATIVE,0.7850590348243713
Great For Financial company,5,2024-09-30,Bank of Abyssinia,Google Play,POSITIVE,0.9998703002929688
Very easy to use,5,2024-09-30,Bank of Abyssinia,Google Play,POSITIVE,0.9991422891616821
The App's crash always.. Error.....,3,2024-09-27,Bank of Abyssinia,Google Play,NEGATIVE,0.9996880292892456
This app is incredibly frustrating to use. It’s filled with issues that make it difficult to navigate and complete tasks efficiently. I’ve never encountered such a poorly designed banking application before. It needs significant improvements to enhance user experience. It deserves a vey low rating.,1,2024-09-26,Bank of Abyssinia,Google Play,NEGATIVE,0.998582124710083
Great UI and seamless UX. I love it!!,5,2024-09-25,Bank of Abyssinia,Google Play,POSITIVE,0.9998557567596436
That's too good application but try to add more alternatives and futures or possibilitys for your customers,3,2024-09-25,Bank of Abyssinia,Google Play,NEGATIVE,0.9941336512565613
It's easy used to operate program and secured 👍👍,4,2024-09-25,Bank of Abyssinia,Google Play,NEGATIVE,0.9652978181838989
I bought a mobile card on this app but I didn't receive it and it took my money and I didn't get my money back.,1,2024-09-21,Bank of Abyssinia,Google Play,NEGATIVE,0.9994741082191467
Amazing,5,2024-09-19,Bank of Abyssinia,Google Play,POSITIVE,0.999875545501709
Great app with great services,5,2024-09-19,Bank of Abyssinia,Google Play,POSITIVE,0.9998226761817932
Yes active user,5,2024-09-17,Bank of Abyssinia,Google Play,POSITIVE,0.9983929991722107
Shameful,1,2024-09-17,Bank of Abyssinia,Google Play,NEGATIVE,0.998016357421875
The worest app ever made i would not recommende for no one,1,2024-09-16,Bank of Abyssinia,Google Play,NEGATIVE,0.5611275434494019
Good application,5,2024-09-16,Bank of Abyssinia,Google Play,POSITIVE,0.999854564666748
I like,5,2024-09-16,Bank of Abyssinia,Google Play,POSITIVE,0.9998149275779724
"How many hours should I wait after transferring money to telebirr, please do something about the transfer delay issue I need my money when ever.",1,2024-09-15,Bank of Abyssinia,Google Play,NEGATIVE,0.9988893866539001
"BOA is unreasonably holding and delaying transactions for more than a day, even transactions within the same bank itself. This is a huge gap that I observed in BOA mobile banking. I didn't experience this kind of challenge while having transactions in other banks' mobile banking platforms. After waiting so long, I called your customer support team and the response they gave me was ""it was the system that holds the transaction & will be released on working days"". This is not totally fair.",1,2024-09-15,Bank of Abyssinia,Google Play,NEGATIVE,0.9993953704833984
የእርስዎን ተሞክሮ ይግለጹ (አማራጭ),5,2024-09-14,Bank of Abyssinia,Google Play,NEGATIVE,0.8698039650917053
It's not working. It needs a big update. Can't you update the app quickly?,1,2024-09-14,Bank of Abyssinia,Google Play,NEGATIVE,0.9997778534889221
"I am Aimohon Joel , It's can be Good for a Better Conversation in Time 🙂",3,2024-09-14,Bank of Abyssinia,Google Play,NEGATIVE,0.9925205707550049
"Better app than most mobile apps, but why do I have to turn off developer option every time I wanna use the app?? It's annoying.",1,2024-09-13,Bank of Abyssinia,Google Play,NEGATIVE,0.9993253946304321
Bes and freindly app,5,2024-09-13,Bank of Abyssinia,Google Play,NEGATIVE,0.9136511087417603
It doesn't work.,1,2024-09-12,Bank of Abyssinia,Google Play,NEGATIVE,0.9997761845588684
"It say ""The request was not successful. please check device connectivity or try again"" why? One of the bank manager told me it is because of my phone's android version which is 9.1 It is ridiculous! Disappointing",1,2024-09-11,Bank of Abyssinia,Google Play,NEGATIVE,0.9997968077659607
How to download or screenshot of payment receipt...what kinda worst app ever 🤮🤮🤢,1,2024-09-11,Bank of Abyssinia,Google Play,NEGATIVE,0.9998114705085754
Smart technology,5,2024-09-10,Bank of Abyssinia,Google Play,POSITIVE,0.9998468160629272
Yegema app tish🪨,1,2024-09-08,Bank of Abyssinia,Google Play,NEGATIVE,0.9501880407333374
"This is not an appropriate app, i don't know how boa develops this app, i don't expect this much crazy and un confortable app form BOA, I'm soory!!!",1,2024-09-07,Bank of Abyssinia,Google Play,NEGATIVE,0.9996864795684814
"Shockingly bad! Even when it decides to work, it's painfully slow and frustrating. Such a shame that it has become a stain on an extraordinary bank",1,2024-09-06,Bank of Abyssinia,Google Play,NEGATIVE,0.9997275471687317
"It crashes frequently. It launches on Android 8.1 but I don't think it actually works on versions less than 10. If so, it shouldn't be available for download by such devices to begin with, like many other finance apps are not. It was so much better three months ago, upgrades should be for the better.",1,2024-09-06,Bank of Abyssinia,Google Play,NEGATIVE,0.999210000038147
Awesome application. But lately its crashing everytime i opened it.,4,2024-09-05,Bank of Abyssinia,Google Play,NEGATIVE,0.9127689599990845
እጅም በጣም ደካማ አፕ ነው ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ እና ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ App እጅግ የሚያበሳጭ ነው ለውጥ ያስፈልጋችኋል,1,2024-09-05,Bank of Abyssinia,Google Play,NEGATIVE,0.9639249444007874
Fast one,3,2024-09-04,Bank of Abyssinia,Google Play,POSITIVE,0.9994491934776306
Nice looking app but a terrible user experience.,1,2024-09-03,Bank of Abyssinia,Google Play,NEGATIVE,0.9958102703094482
The worest MB app ever!!🙄,1,2024-09-02,Bank of Abyssinia,Google Play,NEGATIVE,0.8734644651412964
It is ok,5,2024-09-01,Bank of Abyssinia,Google Play,POSITIVE,0.9998496770858765
Plz fix the Apps ....screenshot lovation hide from glarey share botten not work😔😔,1,2024-08-30,Bank of Abyssinia,Google Play,NEGATIVE,0.9987314343452454
Apollo's,1,2024-08-29,Bank of Abyssinia,Google Play,POSITIVE,0.9974138736724854
The worst experience ever,1,2024-08-29,Bank of Abyssinia,Google Play,NEGATIVE,0.999792754650116
Hussenaliumar,5,2024-08-29,Bank of Abyssinia,Google Play,NEGATIVE,0.6654537916183472
Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,1,2024-08-28,Bank of Abyssinia,Google Play,NEGATIVE,0.999367892742157
It is not work for my device,5,2024-08-27,Bank of Abyssinia,Google Play,NEGATIVE,0.9997636675834656
"I'm Sick and tiered of enabling and disabling Developer Option Everytime I use this app. maybe you know it maybe you dont, fix it please it's anoying",1,2024-08-26,Bank of Abyssinia,Google Play,NEGATIVE,0.9990233182907104
The worst app ever,1,2024-08-26,Bank of Abyssinia,Google Play,NEGATIVE,0.9997934699058533
Betanya Gebre,3,2024-08-23,Bank of Abyssinia,Google Play,POSITIVE,0.8911886215209961
I dont recommand it to any one,1,2024-08-23,Bank of Abyssinia,Google Play,NEGATIVE,0.9855504035949707
Excellent app,5,2024-08-21,Bank of Abyssinia,Google Play,POSITIVE,0.9998356103897095
"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,2024-08-20,Bank of Abyssinia,Google Play,NEGATIVE,0.9988825917243958
ትርሃስ,5,2024-08-19,Bank of Abyssinia,Google Play,NEGATIVE,0.6970565915107727
Gio,4,2024-08-19,Bank of Abyssinia,Google Play,POSITIVE,0.9969680905342102
App isn't working,1,2024-08-18,Bank of Abyssinia,Google Play,NEGATIVE,0.9995692372322083
so far good but always it lugs,3,2024-08-17,Bank of Abyssinia,Google Play,NEGATIVE,0.982947051525116
Don't trust this bank and its service.,1,2024-08-16,Bank of Abyssinia,Google Play,NEGATIVE,0.9996311664581299
"I can not open and use the application,please help me!",5,2024-08-15,Bank of Abyssinia,Google Play,NEGATIVE,0.9995014667510986
Horrible,1,2024-08-14,Bank of Abyssinia,Google Play,NEGATIVE,0.9997841715812683
Mostly not working 😑,1,2024-08-14,Bank of Abyssinia,Google Play,NEGATIVE,0.9995824694633484
Awesome 👌,5,2024-08-12,Bank of Abyssinia,Google Play,POSITIVE,0.9998607635498047
"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",3,2024-08-12,Bank of Abyssinia,Google Play,NEGATIVE,0.9997915625572205
Very poor app b/c highly slow to open the app,1,2024-08-12,Bank of Abyssinia,Google Play,NEGATIVE,0.9998080134391785
Wedi Tekle .,5,2024-08-11,Bank of Abyssinia,Google Play,NEGATIVE,0.8421270847320557
Bad app📱👎👎👎,1,2024-08-11,Bank of Abyssinia,Google Play,NEGATIVE,0.9997676014900208
Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,5,2024-08-11,Bank of Abyssinia,Google Play,NEGATIVE,0.9956488013267517
Nice appp,5,2024-08-11,Bank of Abyssinia,Google Play,POSITIVE,0.9997910857200623
ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,3,2024-08-10,Bank of Abyssinia,Google Play,NEGATIVE,0.952187716960907
Gooood app my dear,5,2024-08-10,Bank of Abyssinia,Google Play,NEGATIVE,0.9005938172340393
Harun tamam galanaa,3,2024-08-09,Bank of Abyssinia,Google Play,NEGATIVE,0.9410594701766968
"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,2024-08-08,Bank of Abyssinia,Google Play,NEGATIVE,0.9998038411140442
Gamebela,1,2024-08-08,Bank of Abyssinia,Google Play,POSITIVE,0.8994184732437134
so poor app to use can't start up when open the app,1,2024-08-08,Bank of Abyssinia,Google Play,NEGATIVE,0.9997444748878479
"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",1,2024-08-07,Bank of Abyssinia,Google Play,NEGATIVE,0.9987001419067383
Good job,5,2024-08-07,Bank of Abyssinia,Google Play,POSITIVE,0.999835729598999
"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",1,2024-08-07,Bank of Abyssinia,Google Play,NEGATIVE,0.9998094439506531
Bad app .,1,2024-08-06,Bank of Abyssinia,Google Play,NEGATIVE,0.9997915625572205
"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",1,2024-08-06,Bank of Abyssinia,Google Play,NEGATIVE,0.9994394183158875
Review,5,2024-08-06,Bank of Abyssinia,Google Play,POSITIVE,0.9946893453598022
Goood,4,2024-08-06,Bank of Abyssinia,Google Play,NEGATIVE,0.9943867921829224
👎👎👎👎👎👎👎👎👎,1,2024-08-06,Bank of Abyssinia,Google Play,NEGATIVE,0.6970565915107727
Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,1,2024-08-04,Bank of Abyssinia,Google Play,NEGATIVE,0.99793541431427
The previous version is better it doesn't work,1,2024-08-04,Bank of Abyssinia,Google Play,NEGATIVE,0.9997755885124207
"I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!",1,2024-08-03,Bank of Abyssinia,Google Play,NEGATIVE,0.9998201727867126
ok,5,2024-08-03,Bank of Abyssinia,Google Play,POSITIVE,0.9997851252555847
"Take some note from CBE mobile banking app, it's the best banking app currently take some note and improve ur app . Sometimes u have to learn from the bests 🙌",1,2024-08-03,Bank of Abyssinia,Google Play,POSITIVE,0.9958856701850891
It's a useless app,1,2024-08-02,Bank of Abyssinia,Google Play,NEGATIVE,0.9998058676719666
"It's not working as it was , so much need to improve, it was the best but not anymore",2,2024-08-01,Bank of Abyssinia,Google Play,NEGATIVE,0.9968530535697937
Poor network,1,2024-08-01,Bank of Abyssinia,Google Play,NEGATIVE,0.9997891783714294
Not yet completely working this App. i don't know when is it will be working properly! Its Sad!!!,1,2024-07-31,Bank of Abyssinia,Google Play,NEGATIVE,0.9993754029273987
The app does not open sometimes it says coonection issue which i dont have and after it opens it has bugs while using its not smooth to work with please improve it,1,2024-07-31,Bank of Abyssinia,Google Play,NEGATIVE,0.9953023195266724
"It's not working totally, what a useless app is it,",1,2024-07-31,Bank of Abyssinia,Google Play,NEGATIVE,0.9998171925544739
"This app has become the most troubling every day. It doesn't work. I love the bank, and I hate the app",1,2024-07-31,Bank of Abyssinia,Google Play,NEGATIVE,0.9989368319511414
this is so disappointing app 😞,1,2024-07-31,Bank of Abyssinia,Google Play,NEGATIVE,0.9998024106025696
አቢስኒያ የሁሉም ምርጫ,5,2024-07-29,Bank of Abyssinia,Google Play,NEGATIVE,0.8337252736091614
Nays,5,2024-07-28,Bank of Abyssinia,Google Play,NEGATIVE,0.9894010424613953
The worst app,1,2024-07-28,Bank of Abyssinia,Google Play,NEGATIVE,0.9997969269752502
it can't even open and only display error messages,1,2024-07-27,Bank of Abyssinia,Google Play,NEGATIVE,0.9993472695350647
not active,1,2024-07-27,Bank of Abyssinia,Google Play,NEGATIVE,0.999765932559967
To get good quality,5,2024-07-27,Bank of Abyssinia,Google Play,POSITIVE,0.9998683929443359
አይሰራም እኮ ምንድን ነው ችግሩ?,1,2024-07-26,Bank of Abyssinia,Google Play,NEGATIVE,0.9647620320320129
uselss app dont download,1,2024-07-26,Bank of Abyssinia,Google Play,NEGATIVE,0.9977203011512756
"Is this app fake i try it not working it say please try again later, unable to make transactions what is the purpose of this app . If it is not working delete it",1,2024-07-25,Bank of Abyssinia,Google Play,NEGATIVE,0.9997162222862244
"This app didn't work. They have a new version (new app) but still not compatible with my Samsung S8+ , which is v.funny.",1,2024-07-25,Bank of Abyssinia,Google Play,NEGATIVE,0.9991223216056824
Corrupted and poor app,1,2024-07-24,Bank of Abyssinia,Google Play,NEGATIVE,0.9997439980506897
When I try to use the application it says 'developer setting should be off' where is the setting to off this play Still doesn't work for me,3,2024-07-24,Bank of Abyssinia,Google Play,NEGATIVE,0.9998012185096741
FIX YOUR Apollo!! You guys where the best 👌,1,2024-07-23,Bank of Abyssinia,Google Play,POSITIVE,0.9994503855705261
Always slow and doesn't work on weekends if you are in a rush or a merchant this app is not for you,1,2024-07-23,Bank of Abyssinia,Google Play,NEGATIVE,0.9994396567344666
"It's very difficult to use the user, app,ones dawenload the user can't operate well , no one can help me,",1,2024-07-23,Bank of Abyssinia,Google Play,NEGATIVE,0.9997815489768982
Poor application. It turned off by itself,1,2024-07-23,Bank of Abyssinia,Google Play,NEGATIVE,0.9997444748878479
Allowed,5,2024-07-23,Bank of Abyssinia,Google Play,POSITIVE,0.9978752136230469
It usually crashes and the reason it gives is a problem on internet connection although the internet was fine.,1,2024-07-23,Bank of Abyssinia,Google Play,NEGATIVE,0.9991043210029602
we want international mobile banking,1,2024-07-22,Bank of Abyssinia,Google Play,POSITIVE,0.958784818649292
"screenshot isn't working, Please modify it",2,2024-07-22,Bank of Abyssinia,Google Play,NEGATIVE,0.9996084570884705
Naziriet measho 89160437,1,2024-07-22,Bank of Abyssinia,Google Play,NEGATIVE,0.9862651228904724
Ahmed Mohammed husen,3,2024-07-21,Bank of Abyssinia,Google Play,POSITIVE,0.9124148488044739
Is not working both this one and apollo did u make it better pls am gonne stop using this bank because of the mobile banking,1,2024-07-19,Bank of Abyssinia,Google Play,NEGATIVE,0.9996222257614136
I have experiance,5,2024-07-19,Bank of Abyssinia,Google Play,NEGATIVE,0.8070297837257385
The App is not working on Android 9.1 at all. It shows an error notification and forcefully closes the app. Must be fixed ASAP.,1,2024-07-19,Bank of Abyssinia,Google Play,NEGATIVE,0.9997739195823669
Crashes very frequently is not stable overall need improvement such a huge bank needs a better app than the current one,1,2024-07-19,Bank of Abyssinia,Google Play,NEGATIVE,0.999760091304779
ርይርፍ,3,2024-07-19,Bank of Abyssinia,Google Play,NEGATIVE,0.6970565915107727
The previous application is much better than this one,1,2024-07-18,Bank of Abyssinia,Google Play,POSITIVE,0.9991149306297302
"Worst app. It is wise to invest money and you can make it like CBE app. Even the incon has no image. My app has better UI than yours. So, please invest more and hire professional developer companies and improve it.",1,2024-07-18,Bank of Abyssinia,Google Play,NEGATIVE,0.9994294047355652
mal,5,2024-07-16,Bank of Abyssinia,Google Play,NEGATIVE,0.9996137022972107
It is not working at all,1,2024-07-16,Bank of Abyssinia,Google Play,NEGATIVE,0.9997811913490295
Excellent,5,2024-07-16,Bank of Abyssinia,Google Play,POSITIVE,0.9998434782028198
The poorest mobile banking survice ever. Only error reports frequently,1,2024-07-16,Bank of Abyssinia,Google Play,NEGATIVE,0.999705970287323
😞😞😞😞,1,2024-07-16,Bank of Abyssinia,Google Play,NEGATIVE,0.6970565915107727
😡😡😡😡😡😡😡,1,2024-07-15,Bank of Abyssinia,Google Play,NEGATIVE,0.6970565915107727
The worst banking app,1,2024-07-15,Bank of Abyssinia,Google Play,NEGATIVE,0.9998050332069397
The app is constantly crashing and freezing when to send to BOA customers' accounts.,1,2024-07-15,Bank of Abyssinia,Google Play,NEGATIVE,0.9988401532173157
No work app,5,2024-07-15,Bank of Abyssinia,Google Play,NEGATIVE,0.9968982934951782
Is ok but stop sundenly,5,2024-07-15,Bank of Abyssinia,Google Play,POSITIVE,0.9309312105178833
🤷🤷🤷,3,2024-07-15,Bank of Abyssinia,Google Play,NEGATIVE,0.6970565915107727
experienced,5,2024-07-14,Bank of Abyssinia,Google Play,POSITIVE,0.9950610995292664
Very poor app. Its Always cresh and not compatible,2,2024-07-13,Bank of Abyssinia,Google Play,NEGATIVE,0.999818742275238
"It's not functional at all. It keeps saying ""error"". Unable to activate.",1,2024-07-13,Bank of Abyssinia,Google Play,NEGATIVE,0.9998112320899963
I can't believe that Abyssinia develop this kind of trash app it have a lot of issues 👎👎👎,1,2024-07-13,Bank of Abyssinia,Google Play,NEGATIVE,0.9983154535293579
The new app is very good,5,2024-07-13,Bank of Abyssinia,Google Play,POSITIVE,0.9998589754104614
It's very good but sometimes isn't work probably,5,2024-07-12,Bank of Abyssinia,Google Play,NEGATIVE,0.937102735042572
It doesn't work,1,2024-07-12,Bank of Abyssinia,Google Play,NEGATIVE,0.9997813105583191
ጭራሽ አይነፋም,1,2024-07-12,Bank of Abyssinia,Google Play,NEGATIVE,0.7850590348243713
"This is the most stupid app I've seen, why would I turn off developer mode just because you can't make your app secure, this clearly indicates the app has very poor implementation and unskilled developers.. There are a lot of people who need developer option for different reasons. Please for the sake of the bank, fix this thing... Even the most secure international banking apps don't require it. Not to mention the lag and crashes",1,2024-07-12,Bank of Abyssinia,Google Play,NEGATIVE,0.9997655749320984
The worst mobile banking app,1,2024-07-11,Bank of Abyssinia,Google Play,NEGATIVE,0.9997923970222473
It is not fast,3,2024-07-11,Bank of Abyssinia,Google Play,NEGATIVE,0.99720698595047
Useless,1,2024-07-11,Bank of Abyssinia,Google Play,NEGATIVE,0.9997991919517517
The app keeps crashing it stops responding while I'm using it or trying to open the app. Now I have to go to the bank in person to do any banking activities. In short it is the worst mobile banking system in Ethiopia,1,2024-07-11,Bank of Abyssinia,Google Play,NEGATIVE,0.9997914433479309
ሀየ,5,2024-07-10,Bank of Abyssinia,Google Play,NEGATIVE,0.6970565915107727
Too late!,1,2024-07-10,Bank of Abyssinia,Google Play,NEGATIVE,0.9988941550254822
No work,5,2024-07-10,Bank of Abyssinia,Google Play,NEGATIVE,0.999386191368103
"Pretty good for a banking app, it still lacks some things with in the ui and with the speed of the app but overall it's a good application. Thank you 5/5👍🏻",5,2024-07-09,Bank of Abyssinia,Google Play,POSITIVE,0.9995549321174622
After update it doesn't work well,2,2024-07-09,Bank of Abyssinia,Google Play,NEGATIVE,0.9996452331542969
Error occurred try again for 5 days tele birr user not found ለራሴ አዝዤ,1,2024-07-08,Bank of Abyssinia,Google Play,NEGATIVE,0.9983060359954834
Good but Very slow.,1,2024-07-08,Bank of Abyssinia,Google Play,POSITIVE,0.9877548813819885
Very good app,5,2024-07-07,Bank of Abyssinia,Google Play,POSITIVE,0.9998675584793091
"It is so bad apps ,it doesn't work",1,2024-07-06,Bank of Abyssinia,Google Play,NEGATIVE,0.9998026490211487
"From now on I will never going to use this app,It is a trash app.No one care about this app from bank I will rate them 0/5.",1,2024-07-06,Bank of Abyssinia,Google Play,NEGATIVE,0.9991281628608704
It usually crashes and unable to process also it request to off the developer options,1,2024-07-05,Bank of Abyssinia,Google Play,NEGATIVE,0.9996892213821411
Miliyone.,5,2024-07-05,Bank of Abyssinia,Google Play,NEGATIVE,0.9675788879394531
Workneh girmamo,5,2024-07-05,Bank of Abyssinia,Google Play,POSITIVE,0.9400009512901306
🙏🙏🙏,5,2024-07-05,Bank of Abyssinia,Google Play,NEGATIVE,0.6970565915107727
"I can't believe in this day and age, one of the major banks of the country can't seem to understand that having a working mobile payment option is a **MUST** to survive. I have decided to move my accounts to CBE and Awash because of this. Can't be bothered with this useless app.",1,2024-07-04,Bank of Abyssinia,Google Play,NEGATIVE,0.9974097609519958
Is it even working these days? Please check it.,1,2024-07-04,Bank of Abyssinia,Google Play,POSITIVE,0.9892704486846924
"The app is essentially unusable, it asks to disable developer mode even when it is already disabled and crashes, sometimes it only works with wifi and sometimes only with data, or it crashes just because.......",1,2024-07-04,Bank of Abyssinia,Google Play,NEGATIVE,0.9995259046554565
Please make it functional.,5,2024-07-03,Bank of Abyssinia,Google Play,POSITIVE,0.9997920393943787
its best app but its don't working in poor connection area so,5,2024-07-03,Bank of Abyssinia,Google Play,NEGATIVE,0.9705929756164551
Please Recover thank you,5,2024-07-02,Bank of Abyssinia,Google Play,POSITIVE,0.9997314810752869
This app doesn't work,1,2024-06-30,Bank of Abyssinia,Google Play,NEGATIVE,0.9997921586036682
"the app used to run fine, but now it takes like forever to even open the main dashboard and sometimes it just crashes on its own. you guys gotta step it up. we need this app to be way faster",1,2024-06-27,Bank of Abyssinia,Google Play,NEGATIVE,0.9726091623306274
the underrated app I've ever seen and ur banking system is Soo Idiocracy,1,2024-06-27,Bank of Abyssinia,Google Play,NEGATIVE,0.9977184534072876
It demands to disable developer option.,1,2024-06-27,Bank of Abyssinia,Google Play,NEGATIVE,0.9994282126426697
"It's been two months now, I cannot do any transaction using this app. It's really disappointing. I am using bank of Abyssinia currently because it's the nearest bank to my work place. The bank is turning to the worst bank in the country day by day. They always respond to customers that they are updating their system all year long, I think that's what they train their customer service operators to do.",1,2024-06-26,Bank of Abyssinia,Google Play,NEGATIVE,0.9996359348297119
Open Open service,5,2024-06-26,Bank of Abyssinia,Google Play,POSITIVE,0.9997770190238953
አፑ በጣም አስቸጋሪ ሆኗል,1,2024-06-25,Bank of Abyssinia,Google Play,NEGATIVE,0.8616330027580261
Its not working.,1,2024-06-24,Bank of Abyssinia,Google Play,NEGATIVE,0.9997856020927429
"Riddled with crashes, cant use it anymore. Very frustrating!",1,2024-06-20,Bank of Abyssinia,Google Play,NEGATIVE,0.9994331002235413
Always error occured. The worst app ever,1,2024-06-20,Bank of Abyssinia,Google Play,NEGATIVE,0.9997997879981995
ከዚህ ትልቅ ባንክ የማይጠበቅ ድንዝዝዝዝ ያለ App.... ዛግግግ ነው ያረገኝ 😡😡😡,1,2024-06-20,Bank of Abyssinia,Google Play,NEGATIVE,0.9611338376998901
Excellent service,5,2024-06-19,Bank of Abyssinia,Google Play,POSITIVE,0.9998576641082764
It's not convenient,1,2024-06-17,Bank of Abyssinia,Google Play,NEGATIVE,0.9998067021369934
meskelu Metku,5,2024-06-17,Bank of Abyssinia,Google Play,POSITIVE,0.8474318981170654
Verry nice,5,2024-06-17,Bank of Abyssinia,Google Play,POSITIVE,0.9997273087501526
It has become the most unreliable mibile banking app ever.,1,2024-06-16,Bank of Abyssinia,Google Play,NEGATIVE,0.999081015586853
"አኘልኬሽኑ በሁሉም ነገር ጥሩ ነዉ,ነገር ግን Network በጣም ነዉ እሚያስቸገረው",2,2024-06-13,Bank of Abyssinia,Google Play,NEGATIVE,0.9465042948722839
The poorest mobile banking I have seen in the industry. Is not stable to login and post transactions. Is not attractive. Error reports frequently.,5,2024-06-13,Bank of Abyssinia,Google Play,NEGATIVE,0.9998160004615784
👍👍👍,5,2024-06-12,Bank of Abyssinia,Google Play,NEGATIVE,0.6970565915107727
Really Bank,5,2024-06-12,Bank of Abyssinia,Google Play,POSITIVE,0.9820581078529358
I like the the bank of Abyssinia is the best first bank of Ethiopia,1,2024-06-11,Bank of Abyssinia,Google Play,POSITIVE,0.999809205532074
The app is not good need a few work,3,2024-06-11,Bank of Abyssinia,Google Play,NEGATIVE,0.9997538924217224
"The worst mob app i have ever seen. Slow, uncomfortable and stupid. It is better to learn from the best app (tele birr). The released updates is even worst.",1,2024-06-11,Bank of Abyssinia,Google Play,NEGATIVE,0.9997610449790955
"Unreliable, expensive service. Most of the time, it is not working. Sometimes, it will take more than a day to complete transactions and charges more for this unworthy service. I will not recommend this bank app to anyone.",1,2024-06-10,Bank of Abyssinia,Google Play,NEGATIVE,0.9994435906410217
excellent service,5,2024-06-10,Bank of Abyssinia,Google Play,POSITIVE,0.9998576641082764
You are beutiful,5,2024-06-09,Bank of Abyssinia,Google Play,NEGATIVE,0.8399409055709839
The best app,5,2024-06-06,Bank of Abyssinia,Google Play,POSITIVE,0.9998469352722168
አይሰራም አፑ ለምንድነው,1,2024-06-06,Bank of Abyssinia,Google Play,NEGATIVE,0.8337252736091614
Awful,1,2024-06-06,Bank of Abyssinia,Google Play,NEGATIVE,0.9997954964637756
Developer option to be off really,1,2024-06-06,Bank of Abyssinia,Google Play,NEGATIVE,0.9903939366340637
Good app boa,5,2024-06-06,Bank of Abyssinia,Google Play,POSITIVE,0.9998428821563721
I'm disappointed with the recent changes to this app. Disabling developer options for functionality seems unnecessary. The previous version offered a more user-friendly experience.,1,2024-06-06,Bank of Abyssinia,Google Play,NEGATIVE,0.9997298121452332
"Worest app, it cannot be downloaded",2,2024-06-05,Bank of Abyssinia,Google Play,NEGATIVE,0.9979676604270935
😭😭😭😭😭😭😭,1,2024-06-05,Bank of Abyssinia,Google Play,NEGATIVE,0.6970565915107727
slow only some times the wey it is veary nice app,5,2024-06-05,Bank of Abyssinia,Google Play,POSITIVE,0.9498575329780579
ok yes,5,2024-06-04,Bank of Abyssinia,Google Play,POSITIVE,0.9997628331184387
It's nice apps,1,2024-06-04,Bank of Abyssinia,Google Play,POSITIVE,0.999875545501709
Wow! what a disgrace for BOA. The app barely works. Too slow and always returns error.,1,2024-06-03,Bank of Abyssinia,Google Play,NEGATIVE,0.9997871518135071
Excited by your service,5,2024-06-02,Bank of Abyssinia,Google Play,POSITIVE,0.9997963309288025
Kerfafa new,1,2024-06-01,Bank of Abyssinia,Google Play,POSITIVE,0.8148752450942993
ABDU MUDESR,2,2024-06-01,Bank of Abyssinia,Google Play,POSITIVE,0.7394681572914124
